'sample interval','ABP'
'0.008 sec','mmHg'
155974,63.051
155975,65.867
155976,68.057
155977,69.778
155978,71.186
155979,72.594
155980,74.159
155981,76.193
155982,78.696
155983,81.199
155984,84.016
155985,86.519
155986,88.866
155987,91.056
155988,92.777
155989,94.029
155990,94.967
155991,95.593
155992,95.750
155993,95.593
155994,95.124
155995,94.185
155996,92.777
155997,91.212
155998,89.179
155999,86.988
156000,84.485
156001,82.138
156002,80.104
156003,78.540
156004,77.288
156005,76.193
156006,75.254
156007,74.159
156008,73.064
156009,71.969
156010,71.030
156011,70.091
156012,69.153
156013,68.370
156014,67.744
156015,67.119
156016,66.493
156017,65.867
156018,65.241
156019,64.615
156020,64.146
156021,63.677
156022,63.207
156023,62.894
156024,62.425
156025,62.112
156026,61.643
156027,61.330
156028,61.173
156029,60.860
156030,60.704
156031,60.548
156032,60.235
156033,60.078
156034,59.765
156035,59.609
156036,59.296
156037,58.827
156038,58.357
156039,57.888
156040,57.418
156041,56.949
156042,56.480
156043,56.010
156044,55.541
156045,55.228
156046,54.915
156047,54.602
156048,54.289
156049,53.820
156050,53.507
156051,53.351
156052,53.194
156053,53.351
156054,53.820
156055,54.915
156056,56.636
156057,59.139
156058,61.956
156059,64.615
156060,66.649
156061,68.214
156062,69.309
156063,70.248
156064,71.499
156065,72.907
156066,74.785
156067,76.819
156068,79.009
156069,81.199
156070,83.077
156071,84.798
156072,86.049
156073,86.988
156074,87.614
156075,87.927
156076,87.927
156077,87.770
156078,87.145
156079,86.206
156080,84.954
156081,83.390
156082,81.669
156083,79.635
156084,77.601
156085,75.724
156086,74.315
156087,73.220
156088,72.438
156089,71.656
156090,70.873
156091,69.935
156092,68.996
156093,67.901
156094,66.962
156095,66.180
156096,65.554
156097,64.928
156098,64.459
156099,63.833
156100,63.364
156101,62.738
156102,62.269
156103,61.799
156104,61.486
156105,61.017
156106,60.548
156107,60.235
156108,59.922
156109,59.609
156110,59.296
156111,58.983
156112,58.827
156113,58.670
156114,58.514
156115,58.357
156116,58.044
156117,57.888
156118,57.575
156119,57.262
156120,56.949
156121,56.636
156122,56.167
156123,55.854
156124,55.228
156125,54.759
156126,54.289
156127,53.820
156128,53.507
156129,53.194
156130,52.881
156131,52.725
156132,52.412
156133,52.099
156134,51.943
156135,51.630
156136,51.473
156137,51.786
156138,52.412
156139,54.133
156140,56.480
156141,59.765
156142,63.207
156143,66.180
156144,68.683
156145,70.248
156146,71.343
156147,72.438
156148,74.003
156149,76.036
156150,78.540
156151,81.512
156152,84.485
156153,87.301
156154,89.804
156155,91.995
156156,93.559
156157,94.811
156158,95.750
156159,96.219
156160,96.375
156161,96.219
156162,95.593
156163,94.498
156164,93.090
156165,91.369
156166,89.179
156167,86.832
156168,84.485
156169,82.295
156170,80.417
156171,78.853
156172,77.757
156173,76.662
156174,75.724
156175,74.628
156176,73.377
156177,71.969
156178,70.717
156179,69.622
156180,68.527
156181,67.744
156182,66.962
156183,66.336
156184,65.554
156185,64.928
156186,64.302
156187,63.677
156188,63.207
156189,62.738
156190,62.269
156191,61.799
156192,61.486
156193,61.017
156194,60.704
156195,60.235
156196,59.922
156197,59.609
156198,59.296
156199,58.983
156200,58.827
156201,58.514
156202,58.201
156203,57.731
156204,57.262
156205,56.793
156206,56.167
156207,55.697
156208,55.228
156209,54.915
156210,54.289
156211,53.820
156212,53.351
156213,52.881
156214,52.412
156215,52.099
156216,51.786
156217,51.317
156218,51.004
156219,50.691
156220,50.378
156221,50.378
156222,50.378
156223,50.691
156224,51.630
156225,53.194
156226,55.541
156227,58.514
156228,61.330
156229,63.833
156230,65.711
156231,67.119
156232,68.370
156233,69.622
156234,71.186
156235,73.220
156236,75.411
156237,77.757
156238,79.948
156239,81.982
156240,83.703
156241,84.954
156242,86.049
156243,86.832
156244,87.301
156245,87.458
156246,87.301
156247,86.519
156248,85.424
156249,84.016
156250,81.982
156251,79.791
156252,77.445
156253,75.098
156254,73.220
156255,71.812
156256,70.873
156257,69.935
156258,69.153
156259,68.214
156260,67.119
156261,65.867
156262,64.772
156263,63.677
156264,62.894
156265,62.269
156266,61.643
156267,61.173
156268,60.548
156269,59.922
156270,59.296
156271,58.827
156272,58.357
156273,58.044
156274,57.731
156275,57.418
156276,57.106
156277,56.793
156278,56.480
156279,56.167
156280,55.697
156281,55.385
156282,55.072
156283,54.915
156284,54.602
156285,54.602
156286,54.446
156287,54.289
156288,54.133
156289,53.820
156290,53.507
156291,53.038
156292,52.725
156293,52.412
156294,52.099
156295,51.786
156296,51.473
156297,51.004
156298,50.535
156299,50.065
156300,49.596
156301,49.283
156302,48.814
156303,48.501
156304,48.031
156305,47.718
156306,47.562
156307,47.562
156308,47.718
156309,47.875
156310,48.501
156311,49.752
156312,51.630
156313,54.602
156314,58.044
156315,61.330
156316,64.302
156317,66.493
156318,68.214
156319,69.935
156320,71.812
156321,74.315
156322,77.132
156323,80.104
156324,83.077
156325,85.737
156326,88.240
156327,90.274
156328,91.838
156329,92.933
156330,93.872
156331,94.342
156332,94.498
156333,94.185
156334,93.559
156335,92.464
156336,91.056
156337,89.179
156338,86.988
156339,84.329
156340,81.669
156341,79.009
156342,76.819
156343,75.254
156344,74.159
156345,73.220
156346,72.125
156347,71.030
156348,69.622
156349,68.370
156350,67.119
156351,66.180
156352,65.554
156353,65.085
156354,64.615
156355,63.990
156356,63.207
156357,62.425
156358,61.799
156359,61.330
156360,61.017
156361,60.704
156362,60.391
156363,60.078
156364,59.765
156365,59.452
156366,59.139
156367,58.983
156368,58.670
156369,58.514
156370,58.357
156371,58.044
156372,57.888
156373,57.731
156374,57.418
156375,57.106
156376,56.793
156377,56.480
156378,56.323
156379,56.010
156380,55.697
156381,55.385
156382,54.915
156383,54.602
156384,53.977
156385,53.507
156386,53.038
156387,52.568
156388,52.099
156389,51.786
156390,51.473
156391,51.317
156392,51.160
156393,51.004
156394,51.004
156395,51.160
156396,51.473
156397,52.099
156398,53.038
156399,54.915
156400,57.262
156401,60.078
156402,62.738
156403,65.085
156404,66.962
156405,68.370
156406,69.778
156407,71.343
156408,73.220
156409,75.411
156410,77.601
156411,79.635
156412,81.512
156413,83.233
156414,84.641
156415,85.893
156416,86.988
156417,87.614
156418,88.083
156419,88.240
156420,87.927
156421,87.301
156422,86.049
156423,84.798
156424,83.077
156425,81.043
156426,78.853
156427,76.819
156428,75.098
156429,73.690
156430,72.751
156431,71.812
156432,70.873
156433,69.935
156434,68.840
156435,67.744
156436,66.806
156437,66.180
156438,65.554
156439,64.928
156440,64.459
156441,63.990
156442,63.364
156443,62.738
156444,62.269
156445,61.799
156446,61.330
156447,61.017
156448,60.704
156449,60.235
156450,59.922
156451,59.609
156452,59.296
156453,58.983
156454,58.827
156455,58.670
156456,58.357
156457,58.201
156458,58.044
156459,58.044
156460,57.888
156461,57.731
156462,57.418
156463,57.106
156464,56.793
156465,56.480
156466,56.167
156467,55.697
156468,55.385
156469,54.915
156470,54.446
156471,53.977
156472,53.664
156473,53.351
156474,53.194
156475,53.038
156476,53.351
156477,53.977
156478,55.228
156479,57.418
156480,60.078
156481,63.051
156482,65.867
156483,68.214
156484,70.091
156485,71.499
156486,72.751
156487,74.159
156488,75.880
156489,77.601
156490,79.635
156491,81.512
156492,83.546
156493,85.267
156494,86.675
156495,87.614
156496,88.240
156497,88.240
156498,87.770
156499,86.988
156500,86.049
156501,84.798
156502,83.703
156503,82.138
156504,80.417
156505,78.540
156506,76.819
156507,75.254
156508,74.003
156509,73.064
156510,72.438
156511,71.656
156512,70.561
156513,69.465
156514,68.370
156515,67.275
156516,66.336
156517,65.554
156518,64.928
156519,64.302
156520,63.833
156521,63.364
156522,62.894
156523,62.425
156524,61.956
156525,61.486
156526,60.860
156527,60.548
156528,60.078
156529,59.765
156530,59.452
156531,59.139
156532,58.827
156533,58.514
156534,58.201
156535,58.044
156536,57.731
156537,57.418
156538,57.106
156539,56.949
156540,56.636
156541,56.323
156542,56.167
156543,56.010
156544,55.854
156545,55.541
156546,55.385
156547,55.072
156548,54.602
156549,54.289
156550,53.977
156551,53.507
156552,53.038
156553,52.725
156554,52.256
156555,51.943
156556,51.630
156557,51.317
156558,51.160
156559,51.004
156560,50.691
156561,50.378
156562,50.222
156563,49.909
156564,49.909
156565,50.065
156566,50.691
156567,52.099
156568,54.602
156569,57.731
156570,61.486
156571,64.928
156572,67.744
156573,69.778
156574,71.186
156575,72.282
156576,73.690
156577,75.567
156578,78.070
156579,81.043
156580,84.172
156581,87.458
156582,90.430
156583,92.933
156584,94.967
156585,96.375
156586,97.471
156587,98.096
156588,98.409
156589,98.253
156590,97.940
156591,97.314
156592,96.375
156593,94.811
156594,93.090
156595,90.743
156596,87.927
156597,85.111
156598,82.764
156599,80.574
156600,79.166
156601,78.227
156602,77.288
156603,76.349
156604,75.254
156605,73.846
156606,72.594
156607,71.499
156608,70.404
156609,69.622
156610,68.996
156611,68.370
156612,67.744
156613,67.119
156614,66.493
156615,65.867
156616,65.241
156617,64.772
156618,64.146
156619,63.677
156620,63.051
156621,62.581
156622,62.112
156623,61.643
156624,61.330
156625,61.173
156626,60.860
156627,60.548
156628,60.235
156629,60.078
156630,59.609
156631,59.296
156632,58.827
156633,58.514
156634,58.044
156635,57.731
156636,57.731
156637,57.731
156638,57.731
156639,58.044
156640,58.201
156641,58.357
156642,58.201
156643,58.201
156644,58.044
156645,57.888
156646,57.575
156647,56.949
156648,56.323
156649,55.697
156650,55.072
156651,54.446
156652,53.820
156653,53.351
156654,52.881
156655,52.568
156656,52.256
156657,52.099
156658,51.943
156659,51.630
156660,51.317
156661,51.004
156662,50.535
156663,49.909
156664,49.439
156665,48.970
156666,48.501
156667,48.188
156668,47.718
156669,47.562
156670,47.249
156671,47.093
156672,46.936
156673,46.780
156674,46.467
156675,46.310
156676,45.997
156677,45.841
156678,45.684
156679,45.372
156680,45.215
156681,45.059
156682,44.902
156683,44.746
156684,44.433
156685,44.120
156686,43.807
156687,43.651
156688,43.494
156689,43.494
156690,43.338
156691,43.181
156692,43.025
156693,42.712
156694,42.555
156695,42.399
156696,42.242
156697,41.930
156698,41.930
156699,41.617
156700,41.617
156701,41.304
156702,41.147
156703,40.991
156704,40.834
156705,40.678
156706,40.521
156707,40.365
156708,40.209
156709,40.052
156710,39.896
156711,39.739
156712,39.739
156713,39.583
156714,39.583
156715,39.426
156716,39.426
156717,39.426
156718,39.426
156719,39.113
156720,39.113
156721,38.801
156722,38.644
156723,38.488
156724,38.331
156725,38.175
156726,37.862
156727,37.705
156728,37.392
156729,37.080
156730,36.767
156731,36.610
156732,36.297
156733,35.984
156734,35.984
156735,35.984
156736,36.454
156737,37.549
156738,39.583
156739,43.025
156740,47.875
156741,53.351
156742,58.670
156743,62.894
156744,65.867
156745,67.901
156746,69.935
156747,72.594
156748,76.193
156749,80.887
156750,86.362
156751,91.995
156752,97.158
156753,101.538
156754,104.824
156755,107.171
156756,108.892
156757,110.143
156758,111.395
156759,112.177
156760,112.647
156761,112.334
156762,111.395
156763,109.830
156764,107.953
156765,105.606
156766,102.946
156767,99.974
156768,96.532
156769,92.777
156770,89.179
156771,86.049
156772,83.859
156773,81.982
156774,80.574
156775,79.009
156776,77.445
156777,75.880
156778,74.315
156779,72.907
156780,71.812
156781,70.873
156782,70.091
156783,69.309
156784,68.683
156785,67.901
156786,67.275
156787,66.649
156788,66.180
156789,65.554
156790,65.085
156791,64.615
156792,63.990
156793,63.677
156794,63.207
156795,62.894
156796,62.581
156797,62.269
156798,62.112
156799,61.799
156800,61.643
156801,61.486
156802,61.173
156803,61.017
156804,60.704
156805,60.391
156806,59.922
156807,59.609
156808,59.296
156809,58.983
156810,58.670
156811,58.357
156812,57.888
156813,57.418
156814,56.949
156815,56.480
156816,55.854
156817,55.228
156818,54.915
156819,54.446
156820,54.133
156821,53.977
156822,53.977
156823,53.977
156824,53.977
156825,54.133
156826,54.289
156827,54.602
156828,55.385
156829,56.636
156830,58.670
156831,60.860
156832,63.051
156833,64.772
156834,66.180
156835,67.432
156836,68.683
156837,69.935
156838,71.343
156839,72.907
156840,74.472
156841,76.036
156842,77.445
156843,78.696
156844,79.791
156845,80.574
156846,81.199
156847,81.356
156848,81.199
156849,80.730
156850,79.948
156851,79.009
156852,77.757
156853,76.193
156854,74.315
156855,72.594
156856,71.030
156857,69.935
156858,68.996
156859,68.370
156860,67.744
156861,66.962
156862,66.023
156863,65.085
156864,63.990
156865,63.364
156866,62.738
156867,62.269
156868,61.799
156869,61.330
156870,60.860
156871,60.235
156872,59.765
156873,59.296
156874,58.827
156875,58.357
156876,58.044
156877,57.731
156878,57.418
156879,57.106
156880,56.793
156881,56.636
156882,56.480
156883,56.167
156884,56.010
156885,56.010
156886,56.010
156887,56.010
156888,56.010
156889,56.167
156890,56.323
156891,56.793
156892,57.731
156893,58.983
156894,60.235
156895,61.486
156896,62.269
156897,62.738
156898,62.894
156899,63.051
156900,63.364
156901,63.833
156902,64.302
156903,64.928
156904,65.241
156905,65.398
156906,65.554
156907,65.554
156908,65.241
156909,64.928
156910,64.302
156911,63.364
156912,62.425
156913,61.486
156914,60.391
156915,59.609
156916,58.983
156917,58.670
156918,58.357
156919,58.201
156920,57.888
156921,57.418
156922,56.793
156923,56.323
156924,55.697
156925,55.072
156926,54.602
156927,53.977
156928,53.507
156929,53.038
156930,52.725
156931,52.412
156932,52.099
156933,51.943
156934,51.786
156935,51.630
156936,51.317
156937,51.160
156938,51.004
156939,51.004
156940,51.004
156941,51.317
156942,51.630
156943,52.412
156944,53.507
156945,55.228
156946,57.418
156947,59.609
156948,61.643
156949,63.207
156950,64.459
156951,65.398
156952,66.180
156953,66.962
156954,67.744
156955,68.527
156956,69.465
156957,70.248
156958,70.873
156959,71.186
156960,71.343
156961,71.186
156962,70.717
156963,69.778
156964,68.683
156965,67.275
156966,65.867
156967,64.459
156968,63.364
156969,62.425
156970,62.112
156971,61.799
156972,61.799
156973,61.486
156974,61.017
156975,60.391
156976,59.609
156977,58.827
156978,58.044
156979,57.418
156980,56.793
156981,56.167
156982,55.541
156983,55.072
156984,54.602
156985,54.133
156986,53.820
156987,53.664
156988,53.507
156989,53.351
156990,53.194
156991,53.038
156992,52.725
156993,52.568
156994,52.256
156995,52.099
156996,51.943
156997,51.630
156998,51.630
156999,51.317
157000,51.160
157001,51.004
157002,50.691
157003,50.535
157004,50.378
157005,50.065
157006,50.065
157007,49.752
157008,49.596
157009,49.283
157010,49.126
157011,48.814
157012,48.501
157013,48.344
157014,48.188
157015,47.875
157016,47.718
157017,47.562
157018,47.405
157019,47.249
157020,46.936
157021,46.780
157022,46.623
157023,46.310
157024,46.154
157025,45.997
157026,45.684
157027,45.684
157028,45.372
157029,45.215
157030,45.059
157031,44.746
157032,44.589
157033,44.433
157034,44.120
157035,43.963
157036,43.651
157037,43.494
157038,43.181
157039,42.868
157040,42.555
157041,42.242
157042,41.930
157043,41.773
157044,41.617
157045,41.304
157046,41.147
157047,40.834
157048,40.678
157049,40.521
157050,40.365
157051,40.365
157052,40.209
157053,40.052
157054,40.052
157055,39.896
157056,39.739
157057,39.426
157058,38.957
157059,38.644
157060,38.331
157061,38.175
157062,37.862
157063,37.705
157064,37.392
157065,37.236
157066,36.923
157067,36.767
157068,36.610
157069,36.454
157070,36.454
157071,36.610
157072,37.080
157073,38.488
157074,41.304
157075,45.684
157076,51.317
157077,57.262
157078,62.269
157079,66.023
157080,68.527
157081,70.404
157082,72.594
157083,75.567
157084,79.478
157085,84.329
157086,89.648
157087,95.124
157088,100.287
157089,104.980
157090,109.048
157091,112.177
157092,114.368
157093,115.619
157094,116.402
157095,116.871
157096,117.184
157097,117.184
157098,116.402
157099,114.993
157100,112.803
157101,109.987
157102,106.545
157103,102.946
157104,98.879
157105,94.967
157106,91.056
157107,87.614
157108,84.798
157109,82.764
157110,81.199
157111,79.948
157112,78.696
157113,77.445
157114,76.036
157115,74.472
157116,73.064
157117,71.812
157118,70.873
157119,70.091
157120,69.309
157121,68.683
157122,68.057
157123,67.432
157124,66.806
157125,66.180
157126,65.554
157127,65.085
157128,64.615
157129,64.146
157130,63.677
157131,63.207
157132,62.738
157133,62.269
157134,61.956
157135,61.643
157136,61.486
157137,61.330
157138,61.017
157139,60.860
157140,60.548
157141,60.078
157142,59.765
157143,59.296
157144,58.827
157145,58.357
157146,57.888
157147,57.418
157148,56.949
157149,56.323
157150,55.854
157151,55.228
157152,54.602
157153,53.977
157154,53.664
157155,53.194
157156,52.881
157157,52.568
157158,52.256
157159,51.943
157160,51.630
157161,51.317
157162,51.004
157163,50.691
157164,50.535
157165,50.222
157166,50.065
157167,49.596
157168,49.126
157169,48.814
157170,48.344
157171,48.031
157172,47.875
157173,47.562
157174,47.249
157175,46.936
157176,46.780
157177,46.467
157178,46.310
157179,45.997
157180,45.684
157181,45.372
157182,45.215
157183,44.902
157184,44.589
157185,44.276
157186,44.120
157187,43.963
157188,43.807
157189,43.651
157190,43.494
157191,43.338
157192,43.181
157193,43.025
157194,42.868
157195,42.712
157196,42.555
157197,42.555
157198,42.555
157199,42.399
157200,42.399
157201,42.399
157202,42.242
157203,42.242
157204,42.086
157205,41.930
157206,41.773
157207,41.617
157208,41.617
157209,41.460
157210,41.304
157211,41.147
157212,40.991
157213,40.678
157214,40.678
157215,40.521
157216,40.365
157217,40.365
157218,40.209
157219,40.209
157220,40.052
157221,40.052
157222,40.052
157223,40.052
157224,40.209
157225,40.209
157226,40.052
157227,40.052
157228,40.052
157229,39.896
157230,39.739
157231,39.739
157232,39.739
157233,39.583
157234,39.426
157235,39.113
157236,38.957
157237,38.801
157238,38.644
157239,38.488
157240,38.331
157241,38.175
157242,38.175
157243,38.331
157244,38.488
157245,39.113
157246,40.365
157247,42.712
157248,46.467
157249,51.317
157250,56.636
157251,61.643
157252,65.554
157253,68.214
157254,70.091
157255,71.969
157256,74.472
157257,77.914
157258,82.295
157259,87.145
157260,91.995
157261,96.375
157262,99.817
157263,102.477
157264,104.355
157265,105.919
157266,107.640
157267,109.518
157268,111.239
157269,112.490
157270,112.647
157271,111.551
157272,109.518
157273,107.327
157274,104.824
157275,102.477
157276,99.661
157277,96.688
157278,93.246
157279,89.961
157280,86.988
157281,84.641
157282,82.920
157283,81.356
157284,79.948
157285,78.383
157286,76.975
157287,75.567
157288,74.472
157289,73.533
157290,72.751
157291,71.969
157292,71.186
157293,70.561
157294,69.935
157295,69.309
157296,68.683
157297,68.057
157298,67.588
157299,67.119
157300,66.649
157301,66.180
157302,65.554
157303,65.241
157304,64.772
157305,64.459
157306,64.302
157307,63.990
157308,63.677
157309,63.520
157310,63.207
157311,63.051
157312,62.738
157313,62.425
157314,62.112
157315,61.799
157316,61.486
157317,61.017
157318,60.548
157319,60.078
157320,59.609
157321,58.983
157322,58.357
157323,57.731
157324,57.262
157325,56.949
157326,56.636
157327,56.323
157328,56.167
157329,55.854
157330,55.541
157331,55.385
157332,55.385
157333,55.541
157334,56.167
157335,57.262
157336,58.983
157337,61.330
157338,63.677
157339,65.711
157340,67.275
157341,68.370
157342,69.309
157343,70.248
157344,71.343
157345,72.751
157346,74.472
157347,76.193
157348,77.914
157349,79.478
157350,80.730
157351,81.825
157352,82.451
157353,82.920
157354,83.077
157355,83.077
157356,82.608
157357,81.982
157358,80.887
157359,79.635
157360,77.914
157361,76.193
157362,74.472
157363,72.751
157364,71.343
157365,70.404
157366,69.778
157367,69.153
157368,68.370
157369,67.588
157370,66.649
157371,65.711
157372,64.928
157373,64.146
157374,63.520
157375,62.894
157376,62.425
157377,61.956
157378,61.486
157379,61.017
157380,60.548
157381,60.078
157382,59.609
157383,59.296
157384,58.983
157385,58.514
157386,58.201
157387,57.888
157388,57.731
157389,57.418
157390,57.262
157391,57.106
157392,56.793
157393,56.793
157394,56.480
157395,56.323
157396,56.167
157397,56.010
157398,55.697
157399,55.385
157400,55.072
157401,54.602
157402,54.289
157403,53.820
157404,53.351
157405,53.038
157406,52.725
157407,52.412
157408,52.256
157409,51.943
157410,51.786
157411,51.473
157412,51.317
157413,51.160
157414,51.317
157415,51.943
157416,53.038
157417,55.228
157418,58.201
157419,61.643
157420,65.085
157421,68.057
157422,70.248
157423,71.812
157424,73.064
157425,74.472
157426,76.349
157427,78.696
157428,81.669
157429,84.798
157430,87.927
157431,90.743
157432,93.246
157433,95.280
157434,96.688
157435,97.784
157436,98.253
157437,98.566
157438,98.566
157439,98.096
157440,97.314
157441,96.063
157442,94.654
157443,92.777
157444,90.743
157445,88.396
157446,86.049
157447,83.546
157448,81.512
157449,79.791
157450,78.540
157451,77.445
157452,76.506
157453,75.411
157454,74.159
157455,72.907
157456,71.656
157457,70.561
157458,69.622
157459,68.683
157460,67.901
157461,67.275
157462,66.493
157463,65.867
157464,65.241
157465,64.459
157466,63.990
157467,63.364
157468,62.738
157469,62.269
157470,61.956
157471,61.486
157472,61.173
157473,60.860
157474,60.548
157475,60.235
157476,60.078
157477,59.922
157478,59.609
157479,59.296
157480,58.827
157481,58.357
157482,57.888
157483,57.418
157484,56.793
157485,56.480
157486,56.010
157487,55.697
157488,55.228
157489,54.759
157490,54.289
157491,53.820
157492,53.351
157493,53.038
157494,52.725
157495,52.412
157496,52.099
157497,51.943
157498,51.786
157499,51.786
